Compounds Name,aflowlib.org name,,ZX,,,ZAB,,ZAB,mX,,,,mAB,∆mAB,rowX,rowAB,∆rowAB,colX,colAB,∆colAB,eX,eAB,∆eAB,rX,rAB,∆rAB,χX,χAB,∆χAB,alatt,gap,cv,cs,κ˜grain,103P3,κtransf,κforest,κanh,class
SeKNa,K1Na1Se1.T0003.BCA,,34,,,15,,8,78.96,,,,31.04,16.11,4,3.50,1,16,1,0,2.55,0.88,0.11,115,200,40,2.40,0.38,0.05,6.96,2.04,14.19,2.19,0.81,3.52,1.15,3.62,1.90,LOW
SeLiNa,Li1Na1Se1.T0003.BCA,,34,,,7,,8,78.96,,,,14.97,16.05,4,2.50,1,16,1,0,2.55,0.95,0.05,115,162.50,35,2.40,0.42,0.05,6.27,2.54,18.56,2.58,0.81,5.53,0.65,3.85,4.30,LOW
SiAgSc,Ag1Sc1Si1.T0003.BCA,,14,,,34,,26,28.09,,,,76.41,62.91,3,4.50,1,14,7,8,1.90,1.65,0.57,110,160,0,1.94,0.93,0.51,6.06,0.31,20.34,3.36,0.56,2.53,13.98,9.29,6.11,LOW
SiAgY,Ag1Si1Y1.T0003.ABC,,14,,,43,,8,28.09,,,,98.39,18.96,3,5,0,14,7,8,1.90,1.57,0.71,110,170,20,1.94,0.92,0.52,6.31,0.49,18.32,2.87,0.51,2.17,8.50,7.32,3.67,LOW
SiAlLi,Al1Li1Si1.T0003.BCA,,14,,,8,,10,28.09,,,,16.96,20.04,3,2.50,1,14,7,12,1.90,1.29,0.63,110,135,20,1.94,1.05,1.21,5.84,0.11,20.87,5.60,1.63,1.99,7.15,6.68,20.91,LOW
SiBaCa,Ba1Ca1Si1.T0003.BCA,,14,,,38,,36,28.09,,,,88.70,97.25,3,5,2,14,2,0,1.90,0.94,0.11,110,197.50,35,1.94,0.55,0.10,7.46,0.29,11.53,2.47,0.45,6.67,1.54,5.21,2.92,LOW
SiBaMg,Ba1Mg1Si1.T0003.BCA,,14,,,34,,44,28.09,,,,80.82,113.02,3,4.50,3,14,2,0,1.90,1.10,0.42,110,182.50,65,1.94,0.89,0.78,7.14,0.47,12.93,2.87,0.60,7.38,2.11,6.47,2.69,LOW
SiBaSr,Ba1Si1Sr1.T0003.ABC,,14,,,47,,18,28.09,,,,112.47,49.71,3,5.50,1,14,2,0,1.90,0.92,0.06,110,207.50,15,1.94,0.53,0.05,7.63,0.17,10.86,2.20,0.43,8.64,0.97,3.66,2.92,LOW
SiCaCd,Ca1Cd1Si1.T0003.BCA,,14,,,34,,28,28.09,,,,76.24,72.33,3,4.50,1,14,7,10,1.90,1.34,0.69,110,167.50,25,1.94,0.98,0.76,6.44,0.65,17.13,3.31,0.48,4.59,9.90,7.31,6.12,LOW
SiCaMg,Ca1Mg1Si1.T0003.BCA,,14,,,16,,8,28.09,,,,32.19,15.77,3,3.50,1,14,2,0,1.90,1.16,0.31,110,165,30,1.94,0.94,0.68,6.60,0.70,15.77,4.40,1.09,1.93,12.85,5.93,7.47,LOW
SiCaSr,Ca1Si1Sr1.T0003.ABC,,14,,,29,,18,28.09,,,,63.85,47.54,3,4.50,1,14,2,0,1.90,0.97,0.05,110,190,20,1.94,0.57,0.05,7.24,0.44,12.49,3.21,0.52,6.66,1.37,4.87,6.08,LOW
SiCaZn,Ca1Si1Zn1.T0003.ABC,,14,,,25,,10,28.09,,,,52.74,25.33,3,4,0,14,7,10,1.90,1.32,0.65,110,157.50,45,1.94,1.02,0.84,6.27,0.68,18.47,3.40,1.64,7.01,9.55,6.52,3.10,LOW
SiCdSr,Cd1Si1Sr1.T0003.ABC,,14,,,43,,10,28.09,,,,100.02,24.79,3,5,0,14,7,10,1.90,1.32,0.74,110,177.50,45,1.94,0.95,0.81,6.66,0.39,15.79,2.83,0.50,2.08,9.06,7.72,3.55,LOW
SiInLi,In1Li1Si1.T0003.BCA,,14,,,26,,46,28.09,,,,60.88,107.88,3,3.50,3,14,7,12,1.90,1.38,0.80,110,150,10,1.94,1.02,1.15,6.12,0.23,19.44,3.43,0.83,6.82,7.27,7.72,14.27,LOW
SiLiSc,Li1Sc1Si1.T0003.BCA,,14,,,12,,18,28.09,,,,25.95,38.01,3,3,2,14,2,2,1.90,1.17,0.38,110,152.50,15,1.94,0.56,0.22,6.13,0.66,18.51,3.95,0.78,1.58,13.35,6.08,71.14,LOW
SiLiY,Li1Si1Y1.T0003.ABC,,14,,,21,,36,28.09,,,,47.92,81.96,3,3.50,3,14,2,2,1.90,1.10,0.24,110,162.50,35,1.94,0.56,0.21,6.44,0.60,16.46,3.13,0.49,0.72,126.87,6.24,27.87,LOW
SiMgSr,Mg1Si1Sr1.T0003.ABC,,14,,,25,,26,28.09,,,,55.96,63.31,3,4,2,14,2,0,1.90,1.13,0.36,110,175,50,1.94,0.92,0.73,6.80,0.92,14.69,3.50,0.52,5.85,2.70,6.77,6.95,LOW
SiNaSc,Na1Sc1Si1.T0003.BCA,,14,,,16,,10,28.09,,,,33.97,21.97,3,3.50,1,14,2,2,1.90,1.15,0.43,110,170,20,1.94,0.54,0.27,6.46,0.63,16.94,3.88,0.98,2.86,6.42,6.11,10.05,LOW
SiNaY,Na1Si1Y1.T0003.ABC,,14,,,25,,28,28.09,,,,55.95,65.92,3,4,2,14,2,2,1.90,1.07,0.29,110,180,0,1.94,0.53,0.26,6.71,0.53,15.30,3.28,0.57,5.45,2.34,6.49,10.29,LOW
SnBaCa,Ba1Ca1Sn1.T0003.BCA,,50,,,38,,36,118.71,,,,88.70,97.25,5,5,2,14,2,0,1.96,0.94,0.11,145,197.50,35,1.84,0.55,0.10,7.84,0.42,10.12,2.05,0.43,6.23,1.30,2.34,1.58,LOW
SnBaK,Ba1K1Sn1.T0003.BCA,,50,,,37.50,,37,118.71,,,,88.21,98.23,5,5,2,14,1.50,1,1.96,0.85,0.07,145,217.50,5,1.84,0.42,0.15,8.09,0.97,9.26,1.68,0.25,10.47,0.31,2.33,0.69,LOW
SnBaMg,Ba1Mg1Sn1.T0003.BCA,,50,,,34,,44,118.71,,,,80.82,113.02,5,4.50,3,14,2,0,1.96,1.10,0.42,145,182.50,65,1.84,0.89,0.78,7.51,0.43,11.42,2.13,0.63,6.91,1.97,3.21,1.61,LOW
SnBaNa,Ba1Na1Sn1.T0003.BCA,,50,,,33.50,,45,118.71,,,,80.16,114.34,5,4.50,3,14,1.50,1,1.96,0.91,0.04,145,197.50,35,1.84,0.45,0.10,7.76,1.11,10.44,1.59,0.41,7.42,0.50,2.92,1.00,LOW
SnBaSc,Ba1Sc1Sn1.T0003.BCA,,50,,,38.50,,35,118.71,,,,91.14,92.37,5,5,2,14,2.50,1,1.96,1.12,0.47,145,187.50,55,1.84,0.58,0.17,7.47,0.56,11.66,1.80,0.64,4.81,1.74,2.82,2.30,LOW
SnBaSr,Ba1Sn1Sr1.T0003.ABC,,50,,,47,,18,118.71,,,,112.47,49.71,5,5.50,1,14,2,0,1.96,0.92,0.06,145,207.50,15,1.84,0.53,0.05,8.03,0.32,9.47,1.89,0.32,3.93,1.40,1.54,1.57,LOW
SnCaCd,Ca1Cd1Sn1.T0003.BCA,,50,,,34,,28,118.71,,,,76.24,72.33,5,4.50,1,14,7,10,1.96,1.34,0.69,145,167.50,25,1.84,0.98,0.76,6.77,0.49,15.35,2.55,0.45,6.31,7.25,3.34,4.49,LOW
SnCaMg,Ca1Mg1Sn1.T0003.BCA,,50,,,16,,8,118.71,,,,32.19,15.77,5,3.50,1,14,2,0,1.96,1.16,0.31,145,165,30,1.84,0.94,0.68,6.99,0.63,13.83,2.95,0.74,4.71,3.11,3.16,5.15,LOW
SnCaNa,Ca1Na1Sn1.T0003.BCA,,50,,,15.50,,9,118.71,,,,31.53,17.09,5,3.50,1,14,1.50,1,1.96,0.96,0.07,145,180,0,1.84,0.50,0.20,7.33,1.12,12.28,1.31,0.53,7.17,0.31,2.64,0.63,LOW
SnCaSr,Ca1Sn1Sr1.T0003.ABC,,50,,,29,,18,118.71,,,,63.85,47.54,5,4.50,1,14,2,0,1.96,0.97,0.05,145,190,20,1.84,0.57,0.05,7.60,0.60,11.01,2.52,0.37,5.77,0.60,2.21,3.20,LOW
SnKLa,K1La1Sn1.T0003.BCA,,50,,,38,,38,118.71,,,,89.00,99.81,5,5,2,14,2,2,1.96,0.96,0.28,145,207.50,25,1.84,0.53,0.35,7.69,0.36,10.72,1.76,0.31,12.00,0.96,2.66,1.88,LOW
SnKY,K1Sn1Y1.T0003.ABC,,50,,,29,,20,118.71,,,,64.00,49.81,5,4.50,1,14,2,2,1.96,1.02,0.40,145,200,40,1.84,0.51,0.31,7.50,0.45,11.50,2.15,0.44,7.18,0.78,2.74,2.26,LOW
SnLiSc,Li1Sc1Sn1.T0003.BCA,,50,,,12,,18,118.71,,,,25.95,38.01,5,3,2,14,2,2,1.96,1.17,0.38,145,152.50,15,1.84,0.56,0.22,6.55,0.64,16.10,2.52,0.39,4.61,7.72,3.09,36.48,LOW
SnMgSr,Mg1Sn1Sr1.T0003.ABC,,50,,,25,,26,118.71,,,,55.96,63.31,5,4,2,14,2,0,1.96,1.13,0.36,145,175,50,1.84,0.92,0.73,7.14,0.82,13.08,2.58,0.41,5.90,1.34,3.29,4.23,LOW
SnNaSc,Na1Sc1Sn1.T0003.BCA,,50,,,16,,10,118.71,,,,33.97,21.97,5,3.50,1,14,2,2,1.96,1.15,0.43,145,170,20,1.84,0.54,0.27,6.86,0.67,14.71,2.58,0.62,5.10,1.51,3.17,6.91,LOW
SnNaY,Na1Sn1Y1.T0003.ABC,,50,,,25,,28,118.71,,,,55.95,65.92,5,4,2,14,2,2,1.96,1.07,0.29,145,180,0,1.84,0.53,0.26,7.03,0.63,13.75,2.40,0.45,6.23,1.82,3.13,8.49,LOW
SrBrCl,Br1Cl1Sr1.T0003.BCA,,38,,,26,,18,87.62,,,,57.68,44.45,5,3.50,1,2,17,0,0.95,3.06,0.20,200,107.50,15,0.55,2.67,0.06,6.98,4.66,14.16,2.58,0.53,6.16,0.58,16.11,2.15,HIGH
TeAgLi,Ag1Li1Te1.T0003.BCA,,52,,,25,,44,127.60,,,,57.40,100.93,5,3.50,3,16,6,10,2.10,1.46,0.95,140,152.50,15,2.32,0.81,0.73,6.38,0.73,18.06,1.69,0.44,8.70,0.25,2.63,1.91,LOW
TeKNa,K1Na1Te1.T0003.BCA,,52,,,15,,8,127.60,,,,31.04,16.11,5,3.50,1,16,1,0,2.10,0.88,0.11,140,200,40,2.32,0.38,0.05,6.86,2.04,14.57,1.20,0.95,4.68,7.04,2.37,1.82,LOW
TeLiNa,Li1Na1Te1.T0003.BCA,,52,,,7,,8,127.60,,,,14.97,16.05,5,2.50,1,16,1,0,2.10,0.95,0.05,140,162.50,35,2.32,0.42,0.05,6.69,2.46,15.49,2.04,0.48,8.39,0.51,2.54,5.68,LOW
TiAuBr,Au1Br1Ti1.T0003.BCA,,22,,,57,,44,47.87,,,,138.44,117.06,4,5,2,4,14,6,1.54,2.75,0.42,140,125,20,0.79,1.90,1.48,6.20,1.19,20.23,2.27,0.90,10.12,0.55,37.67,0.10,HIGH
TiAuCl,Au1Cl1Ti1.T0003.BCA,,22,,,48,,62,47.87,,,,116.21,161.51,4,4.50,3,4,14,6,1.54,2.85,0.62,140,117.50,35,0.79,1.93,1.54,6.06,1.57,21.43,2.55,0.90,5.66,4.77,41.31,0.37,HIGH
TlCdSc,Cd1Sc1Tl1.T0003.BCA,,81,,,34.50,,27,204.38,,,,78.68,67.46,6,4.50,1,13,7.50,9,1.62,1.52,0.33,190,157.50,5,1.56,1.01,0.69,6.54,0.14,17.11,2.32,0.57,8.52,7.72,4.24,9.32,LOW
TlCdY,Cd1Tl1Y1.T0003.ABC,,81,,,43.50,,9,204.38,,,,100.66,23.51,6,5,0,13,7.50,9,1.62,1.46,0.47,190,167.50,25,1.56,1.01,0.70,6.73,0.21,15.81,2.24,0.39,11.41,4.58,4.32,4.58,LOW
TlLaMg,La1Mg1Tl1.T0003.BCA,,81,,,34.50,,45,204.38,,,,81.61,114.60,6,4.50,3,13,2.50,1,1.62,1.21,0.21,190,172.50,45,1.56,0.99,0.57,7.12,0.05,13.29,2.12,0.52,10.32,6.17,5.69,9.98,LOW
TlMgSc,Mg1Sc1Tl1.T0003.BCA,,81,,,16.50,,9,204.38,,,,34.63,20.65,6,3.50,1,13,2.50,1,1.62,1.33,0.05,190,155,10,1.56,0.97,0.61,6.59,0.23,16.36,2.69,0.60,5.02,5.88,3.95,9.81,LOW
TlMgY,Mg1Tl1Y1.T0003.ABC,,81,,,25.50,,27,204.38,,,,56.61,64.60,6,4,2,13,2.50,1,1.62,1.26,0.09,190,165,30,1.56,0.97,0.62,6.82,0.30,14.96,2.50,0.39,13.97,6.26,4.09,8.92,LOW
YBrSe,Br1Se1Y1.T0003.BCA,,39,,,34.50,,1,88.91,,,,79.43,0.94,5,4,0,3,16.50,1,1.22,2.75,0.41,180,115,0,0.66,2.52,0.24,6.76,1.79,15.58,3.59,0.83,5.57,2.81,15.51,2.86,HIGH
YClSe,Cl1Se1Y1.T0003.BCA,,39,,,25.50,,17,88.91,,,,57.21,43.51,5,3.50,1,3,16.50,1,1.22,2.85,0.61,180,107.50,15,0.66,2.55,0.30,6.61,2.43,16.46,4.52,0.85,6.59,1.69,17.21,2.42,HIGH
ZnLiSb,Li1Sb1Zn1.T0003.BCA,,30,,,27,,48,65.41,,,,64.35,114.82,4,3.50,3,12,8,14,1.65,1.51,1.07,135,145,0,1.44,1.26,1.63,6.13,0.47,20.12,2.92,0.83,7.24,1.47,5.67,6.44,LOW
